CDO_amari_metals_ltd__sytzwr - 65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d,Processing Time UTC,Time Interval,Event Count,,,,,CDO_dfds - b75ee6bf-999f-41dc-a002-a1a9009d2ad6,Processing Time UTC,Time Interval,Event Count,,,,,CDO_lolland_kommune - 7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7,Processing Time UTC,Time Interval,Event Count,,,,,CDO_trusteddata - 040f6579-8ce0-4cd7-bb56-fc5f816a02da,Processing Time UTC,Time Interval,Event Count,,,,,CDO_vibracoustic__somqf0 - d4fba51f-d37e-4c69-be57-309e31d0d320,Processing Time UTC,Time Interval,Event Count
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/06/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-48-37-a4ebb23e-4091-3ff0-9dce-7d0aaa9d6d06.json.gz,2025-08-26 06:56:03,5.97m,3855,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/05/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-buffered-1-2025-08-26-06-49-40-e1339230-4a39-3c5d-a40d-ca90e384c43e.json.gz,2025-08-26 07:09:38,8.00s,115,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/07/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-07-00-27-a4d77400-9e63-3b22-997a-1488e7d5a116.json.gz,2025-08-26 07:07:02,35.00s,1948,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/07/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-07-00-05-6847974c-917d-3398-bc2e-edd97eebfb31.json.gz,2025-08-26 07:05:24,1.38m,68,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/07/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-07-00-18-3eb748e1-ff04-3893-9d79-f1b56b27f9fb.json.gz,2025-08-26 07:07:56,13.00s,3610
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/06/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-42-37-abee1af9-9114-3183-983d-fcf9c1e1d556.json.gz,2025-08-26 06:50:05,6.07m,3867,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-07-02-30-25ed5e6a-af61-3d09-a96c-7cb0d1d794e8.json.gz,2025-08-26 07:09:30,3.37m,174,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/05/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-buffered-1-2025-08-26-06-46-17-53862e05-0ea5-3037-be26-1a26beafe505.json.gz,2025-08-26 07:06:27,3.52m,6,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/06/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-56-34-00f60865-d8db-3239-b2c0-2f25c4b21876.json.gz,2025-08-26 07:04:01,5.77m,157,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/06/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-07-00-18-bd9eb8dd-139d-3162-bdf9-9650febd96e1.json.gz,2025-08-26 07:07:43,6.93m,4017
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/06/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-36-37-c8e6dad6-2547-3142-8abf-066335c590da.json.gz,2025-08-26 06:44:01,2.20m,3859,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/07/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-07-00-10-73362da2-eb3f-3793-bb0c-5ba02e6f8596.json.gz,2025-08-26 07:06:08,1.82m,57733,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/06/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-55-27-bd155d53-cf06-3685-ac58-ec491fd9b155.json.gz,2025-08-26 07:02:56,5.22m,3461,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/06/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-50-49-7901ad9f-2a3b-32db-a635-c929c9d48088.json.gz,2025-08-26 06:58:15,5.50m,308,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/06/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-53-22-412d0c15-1dad-30db-937b-840cd78cd2ef.json.gz,2025-08-26 07:00:47,4.25m,9726
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/25/12/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-buffered-1-2025-08-26-06-21-37-ffca9e73-a6e8-3cf2-a7b7-9bdb9cafc8da.json.gz,2025-08-26 06:41:49,2.82m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-57-13-e221dac6-ac62-31fb-ab98-75db3bf5dae3.json.gz,2025-08-26 07:04:19,6.00m,37638,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/06/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-50-19-09e93094-b413-3a77-9f00-771f282c7fef.json.gz,2025-08-26 06:57:43,6.07m,3169,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/05/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-buffered-1-2025-08-26-06-32-38-92f07844-ac26-33b4-b0e7-ed9aaf98034e.json.gz,2025-08-26 06:52:45,21.00s,50,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/05/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-buffered-1-2025-08-26-06-36-26-ca56bb67-04aa-3d79-bdfc-cbf8f6468f9f.json.gz,2025-08-26 06:56:32,1.75m,7
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/06/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-31-38-6bf4c7a6-49f0-3d65-b6a1-085b6dac3d7b.json.gz,2025-08-26 06:39:00,1.98m,3222,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-51-04-af9c674d-71c9-348f-86b7-bf8e2283d2c4.json.gz,2025-08-26 06:58:19,5.73m,65053,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/06/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-44-12-a83c67e3-905c-3cb9-969a-12fde26de007.json.gz,2025-08-26 06:51:39,7.03m,4087,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/06/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-44-59-c4dc8b4b-01d8-361c-a873-2a5b84d8933d.json.gz,2025-08-26 06:52:24,6.75m,303,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/06/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-47-21-bfa35325-7405-3b9f-9f15-97881bdb45b7.json.gz,2025-08-26 06:54:47,5.95m,8770
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-29-38-be48d737-6645-3a2e-a43d-fdc0a26b7901.json.gz,2025-08-26 06:37:01,3.93m,6,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-45-22-2ed030c5-b0df-3060-9548-864bbcada036.json.gz,2025-08-26 06:52:35,36.00s,50289,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/06/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-37-10-5e494a85-7845-35a2-b31c-73151a432e48.json.gz,2025-08-26 06:44:37,6.07m,2666,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/06/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-38-09-0bc90d7e-e1f9-3214-a111-c5505ce6564e.json.gz,2025-08-26 06:45:39,6.85m,326,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/06/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-41-24-1db0e769-6f02-3cfd-aba6-2f10cae05fe1.json.gz,2025-08-26 06:48:50,5.92m,7570
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/06/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-25-37-602675d7-ebdf-3ab5-8051-a5413cc6c02b.json.gz,2025-08-26 06:33:05,2.02m,4314,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/05/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-buffered-1-2025-08-26-06-31-55-4f5740db-fc84-358f-9403-58031e7e6831.json.gz,2025-08-26 06:51:59,5.25m,530,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/06/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-31-07-94a129d2-a1e9-3760-a860-3506d8ecab0e.json.gz,2025-08-26 06:38:33,3.60m,1842,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/06/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-31-21-b371ca5c-a47e-3b49-be89-f266eb69e20a.json.gz,2025-08-26 06:38:48,2.00s,395,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/06/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-35-26-bdbe8040-abb7-30a7-8214-38f5ed7ad044.json.gz,2025-08-26 06:42:55,6.02m,8989
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-23-38-8adc8732-b542-3d1e-9808-f216ab4b919c.json.gz,2025-08-26 06:31:04,4.02m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-39-29-b0b164fe-9547-3941-9ad4-5691d135170c.json.gz,2025-08-26 06:46:44,5.68m,52322,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/04/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-buffered-1-2025-08-26-06-15-05-51ba5ff1-bbd3-35b8-9d98-1b95c3324c7b.json.gz,2025-08-26 06:34:57,25.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/05/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-31-21-47d04ece-1788-38d0-86a1-5b19d6b68ca7.json.gz,2025-08-26 06:38:46,5.73m,3,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/06/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-29-27-b11f9bb3-f93f-3e51-9015-ec6538e1a76a.json.gz,2025-08-26 06:36:54,2.00m,10361
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/06/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-19-37-4edf871a-cd99-3b21-b4fe-8a15a075b317.json.gz,2025-08-26 06:27:03,3.98m,4904,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-33-56-a1180c22-1779-3a85-9883-5df37b0aea04.json.gz,2025-08-26 06:41:03,5.52m,51299,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/05/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-27-07-64f0eacd-f7d8-31f1-8a6e-1335782d85c6.json.gz,2025-08-26 06:34:32,1.95m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/06/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-25-37-e15dc3a6-d55f-358a-8df6-1c7cda281c76.json.gz,2025-08-26 06:33:02,1.00s,211,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/05/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-27-27-a4b1f30c-b533-302b-a9ed-707c22db4a87.json.gz,2025-08-26 06:34:54,4.02m,12
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-15-38-60b28b44-d8b8-38c7-a67c-fffb6b3247fd.json.gz,2025-08-26 06:23:04,2.02m,4,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-28-12-5be56e3f-8c75-38b2-a08c-c5929c4cb706.json.gz,2025-08-26 06:35:32,1.68m,50103,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/06/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-25-08-5e4bc7fc-6c93-3040-8f06-467449fdc6f8.json.gz,2025-08-26 06:32:35,6.07m,3314,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/05/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-25-37-533185e4-e0b4-38f5-a60c-c372edd9ef87.json.gz,2025-08-26 06:33:01,6.98m,15,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/06/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-23-26-3c763f35-7b80-3fe1-b182-fc40cc64353e.json.gz,2025-08-26 06:30:53,2.08m,8127
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/06/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-13-38-38c8e078-b72d-3a1c-8323-821c38706862.json.gz,2025-08-26 06:21:03,3.02m,6236,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/05/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-26-35-613bae9f-e4d9-3727-beff-78d93c83ab7b.json.gz,2025-08-26 06:33:51,4.45m,118,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/06/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-19-05-b062fc75-09f1-3ead-9e0a-b47b4b958621.json.gz,2025-08-26 06:26:31,1.00s,5848,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/06/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-18-35-5498de8b-2d2d-3c7d-bc7d-e062939eb00d.json.gz,2025-08-26 06:26:02,3.00s,131,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/05/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-21-24-2dec7c7f-f4ee-3d49-aeb9-bbef61e47dbf.json.gz,2025-08-26 06:28:48,3.95m,11
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-10-38-38d92372-db43-3c3c-86fd-2b9d51b39920.json.gz,2025-08-26 06:18:02,4.00m,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/04/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-buffered-1-2025-08-26-06-09-24-c54b1f41-a9a3-3594-bb91-1552538e41a9.json.gz,2025-08-26 06:29:24,13.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/05/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-20-05-535e0a48-6b92-368b-aff5-9ef47e0ce6ea.json.gz,2025-08-26 06:26:30,6.95m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/05/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-18-35-4606a10c-fb1c-3550-9038-0bc847d24397.json.gz,2025-08-26 06:25:59,5.37m,21,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/06/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-17-26-7b666f5d-d30e-3a08-be66-6812bcde26dd.json.gz,2025-08-26 06:24:51,1.97m,7377
