CDO_amari_metals_ltd__sytzwr - 65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d,Processing Time UTC,Time Interval,Event Count,,,,,CDO_dfds - b75ee6bf-999f-41dc-a002-a1a9009d2ad6,Processing Time UTC,Time Interval,Event Count,,,,,CDO_lolland_kommune - 7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7,Processing Time UTC,Time Interval,Event Count,,,,,CDO_trusteddata - 040f6579-8ce0-4cd7-bb56-fc5f816a02da,Processing Time UTC,Time Interval,Event Count,,,,,CDO_vibracoustic__somqf0 - d4fba51f-d37e-4c69-be57-309e31d0d320,Processing Time UTC,Time Interval,Event Count
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/06/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-06-38-dfc0a1bf-da57-32ba-a9d5-c0441409c854.json.gz,2025-08-26 06:14:02,5.85m,7521,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-22-00-7cc93888-588c-36d1-a76b-0396fb7b5f40.json.gz,2025-08-26 06:29:11,1.42m,49012,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/06/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-12-02-e4fe958d-3c62-31f4-a3be-109f245e8dba.json.gz,2025-08-26 06:19:33,4.10m,5544,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/05/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-13-10-2b0435ed-c59d-345e-8389-34222bb8df9d.json.gz,2025-08-26 06:20:37,2.00s,15,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/05/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-15-26-94a74bb9-b475-3fad-97b3-da4367ded8a3.json.gz,2025-08-26 06:22:53,2.95m,17
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/06/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-00-38-6942d23d-d490-385f-bd0d-8cc92e60cad2.json.gz,2025-08-26 06:08:11,9.00s,3730,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/05/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-20-32-1374c077-d494-3d5e-8371-4ec3c4cfe8fa.json.gz,2025-08-26 06:27:46,4.35m,135,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/05/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-08-59-0dde970e-3b79-3331-89b1-3fec7d8d276b.json.gz,2025-08-26 06:15:27,2.10m,4,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/06/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-13-10-267779fa-a796-3ca5-b531-30f33f76ba8f.json.gz,2025-08-26 06:20:35,6.03m,32,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/06/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-12-27-aa70f203-806b-3a82-b14a-8ff19740a63c.json.gz,2025-08-26 06:19:56,2.07m,5961
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-06-00-38-78f4e734-f1c0-3e29-bed6-99e66bcc3e59.json.gz,2025-08-26 06:08:02,5.95m,732,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-16-08-29d41452-aa90-3d9c-a8d9-e53e2ff5c223.json.gz,2025-08-26 06:23:25,1.67m,49877,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/06/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-05-53-525ee43a-994a-3efe-8682-5c528a204cda.json.gz,2025-08-26 06:13:21,3.95m,2789,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/05/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-07-05-6d7b3334-1e41-379c-99af-5b68f8a81c17.json.gz,2025-08-26 06:14:33,0.00s,19,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/05/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-10-26-decea2e8-34f2-38bd-9496-0f99494b4d8c.json.gz,2025-08-26 06:17:52,2.97m,49
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-05-54-38-546a9ea4-e76f-3b55-bc24-3da84a154dd1.json.gz,2025-08-26 06:02:05,6.00m,3834,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/05/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-14-27-ad2a6f16-6054-38f6-9c3e-8c5068c4b944.json.gz,2025-08-26 06:21:45,3.25m,54,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/05/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-01-54-10d0a480-568a-36eb-9331-cfc1c981ce58.json.gz,2025-08-26 06:09:24,57.00s,3,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/06/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-07-05-cf3cd648-c54a-3430-9f13-d0f703a2af8a.json.gz,2025-08-26 06:14:33,2.90m,163,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/06/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-07-27-03b6bc14-61d7-3d2d-a5b2-c1bdbf988dfc.json.gz,2025-08-26 06:14:54,2.05m,5834
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-05-48-37-7be3b7e0-75d3-30e6-947b-493544d1bf25.json.gz,2025-08-26 05:56:05,6.03m,3827,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-11-10-cb2104c8-0a27-3fbd-ad44-6545ed512e01.json.gz,2025-08-26 06:18:30,1.77m,37531,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/25/18/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-buffered-1-2025-08-26-05-48-32-1f2d0678-6439-32aa-8bed-0b2d6baf7b87.json.gz,2025-08-26 06:08:27,1.03m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/04/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-buffered-1-2025-08-26-05-51-47-f19a7b96-b7a9-3660-b33c-b930cedab526.json.gz,2025-08-26 06:11:39,3.67m,23,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/05/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-05-26-74e28d17-275b-32c4-8b25-4f18cdb0160a.json.gz,2025-08-26 06:12:51,29.00s,189
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-05-42-38-0e95d242-29c4-35ed-8a80-f0a6d1387032.json.gz,2025-08-26 05:50:03,6.00m,3922,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/05/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-09-26-ff2d5a6a-a0e8-321f-a1be-c67bd0a81962.json.gz,2025-08-26 06:16:44,3.50m,87,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/06/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-06-00-55-d111cf02-ceb5-3595-b456-af96792ed90d.json.gz,2025-08-26 06:07:25,4.27m,2108,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/06/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-00-24-0e26e7ed-d238-338b-8ae4-333482bf0685.json.gz,2025-08-26 06:07:59,11.00s,401,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/04/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-buffered-1-2025-08-26-05-52-26-0f544b0b-78e9-38bc-bb53-708641abe2c0.json.gz,2025-08-26 06:12:22,4.32m,2
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-05-36-38-0cdbfcc9-459a-3d7a-9f53-b92972e81f74.json.gz,2025-08-26 05:44:03,5.95m,3912,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-05-49-fb71a65e-cd22-3997-8831-0fc0ad99ee0d.json.gz,2025-08-26 06:13:14,1.92m,36476,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/05/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-05-55-46-44b2c017-cd48-3cfb-bde2-a52fcabe1c13.json.gz,2025-08-26 06:03:09,6.15m,1244,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/05/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-06-00-24-37d5f0dc-a137-376b-853c-18d4f2171695.json.gz,2025-08-26 06:07:48,5.12m,19,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/06/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-06-00-27-460980c0-b5a0-3412-a976-30cc76766365.json.gz,2025-08-26 06:08:03,2.20m,6198
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-05-30-37-d128ceb8-fcc2-370b-b417-8c23219af895.json.gz,2025-08-26 05:38:06,2.08m,3839,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/05/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-04-02-176e55ce-1e65-304e-be3e-a978b8c9e5a9.json.gz,2025-08-26 06:11:19,3.28m,102,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/05/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-05-49-34-32a8ca5e-bbee-37c5-a94a-b8bc4d8e74f9.json.gz,2025-08-26 05:57:00,3.82m,1104,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/05/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-05-55-15-ca7ebb1e-8d7c-3d79-b754-b0108bc22c09.json.gz,2025-08-26 06:02:41,6.68m,208,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/05/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-05-58-26-0ef79019-4581-3d2e-b27e-f55c307daa0a.json.gz,2025-08-26 06:05:51,6.02m,6711
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/04/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-05-29-37-d26b03f7-2e9e-3ba9-ac01-18d9c00a4744.json.gz,2025-08-26 05:36:01,4.00m,6,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-06-00-39-18c61322-b599-3978-92b1-5f0433dc52cf.json.gz,2025-08-26 06:08:02,22.00s,35079,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/04/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-buffered-1-2025-08-26-05-33-06-555544ef-0245-37f2-91f9-5a261b9c5738.json.gz,2025-08-26 05:53:11,2.28m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/05/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-05-48-35-1fca9fd9-c602-3419-a06b-f5ec9be570f1.json.gz,2025-08-26 05:56:00,3.50m,54,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/05/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-05-52-26-b425f2f9-014c-32b4-925a-38548f848e9b.json.gz,2025-08-26 05:59:50,6.00m,5511
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-05-24-37-7c1952d4-c6d0-34b3-858f-0177fb9cf9a9.json.gz,2025-08-26 05:32:01,6.02m,4342,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/04/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-buffered-1-2025-08-26-05-47-47-1a2bf503-f82a-34c5-ad27-d3296f2c6fb2.json.gz,2025-08-26 06:07:40,1.52m,220,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/05/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-05-43-26-283b748e-2edf-32b0-b6da-a11eb718faef.json.gz,2025-08-26 05:50:54,6.12m,1292,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/04/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-buffered-1-2025-08-26-05-32-20-11fe7b1f-eea4-3a83-9321-ddd2e3d3b17f.json.gz,2025-08-26 05:52:30,2.50m,55,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/05/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-05-46-25-bd5e06e6-5b70-3de8-9195-0a02f4c2a721.json.gz,2025-08-26 05:53:50,1.22m,6368
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/05/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-05-18-33-53716bbb-5da7-3a0b-b948-a7a69cc2b985.json.gz,2025-08-26 05:26:00,4.02m,5205,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/05/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-05-58-42-5e3a8122-2c50-3768-9a49-34c53ac59b29.json.gz,2025-08-26 06:06:09,6.02m,14061,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/26/05/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-26-05-37-21-25d8c0a0-6ace-314a-97eb-53f94d719d1f.json.gz,2025-08-26 05:44:47,3.17m,931,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/05/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-05-42-32-6be02534-cc3d-3649-ad9e-79fb9d178f9f.json.gz,2025-08-26 05:50:00,6.77m,120,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/04/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-buffered-1-2025-08-26-05-32-27-1042dc13-2648-3c29-b859-2f9be923f0a4.json.gz,2025-08-26 05:52:37,4.82m,9
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/26/04/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-26-05-15-33-4a8a53c4-00ed-390f-9100-d964059aab5f.json.gz,2025-08-26 05:21:59,1.98m,3,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/26/05/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-26-05-52-43-68a4ad1e-2084-37a3-a075-e24100eb3e33.json.gz,2025-08-26 06:00:08,5.95m,33850,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/25/19/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-buffered-1-2025-08-26-05-21-41-3e24e7c3-fb4b-3135-a339-4073c4307097.json.gz,2025-08-26 05:41:37,3.07m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/26/05/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-26-05-35-49-2d903620-49d0-3d82-876d-6b29caea8280.json.gz,2025-08-26 05:43:14,7.00m,218,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/26/05/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-26-05-40-24-f38d5f5f-7af2-3477-ac17-e341bfe3f0a5.json.gz,2025-08-26 05:47:48,5.90m,6350
